Rid;causa contaminante;area influencia (kms);fecha apertura;region de tramitacion;comuna de tramitacion
4710;contaminacion del aire;49.69;2018-12-30;XVI de Ñuble;Quillon
4711;contaminacion de suelo;17.9;1997-09-10;VII del Maule;Pencahue
4712;contaminacion de la cadena trofica;37.88;2018-04-02;V de Valparaiso;Quintero
4713;destruccion del medio ambiente;45.17;1996-10-23;VI del Libertador General Bernardo O'Higgins;Mostazal
4714;plagas;6.76;1972-09-14;VIII del Bio-Bio;San Pedro de la Paz
4715;plagas;30.36;1998-04-02;IX de La Araucania;Collipulli
4716;contaminacion del aire;19.66;2004-06-05;IV de Coquimbo;Coquimbo
4717;destruccion del medio ambiente;21.62;1989-01-12;VI del Libertador General Bernardo O'Higgins;Las Cabras
4718;contaminacion de agua;14.85;2017-06-22;XII de Magallanes y de La Antartica Chilena;Laguna Blanca
4719;contaminacion de suelo;9.35;2004-05-23;Metropolitana de Santiago;San Jose de Maipo
4720;contaminacion de la cadena trofica;35.29;2011-04-18;VIII del Bio-Bio;Tome
4721;contaminacion del aire;9.85;2015-05-04;IX de La Araucania;Carahue
4722;contaminacion de agua;33.12;1991-02-21;I de Tarapaca;Huara
4723;ruido;44.16;1986-07-12;Metropolitana de Santiago;El Bosque
4724;mal olor;36.43;2004-09-10;X de Los Lagos;Quemchi
4725;mal olor;2.03;2013-11-19;IX de La Araucania;Gorbea
4726;mal olor;2.38;2005-07-01;V de Valparaiso;Catemu
4727;contaminacion de la cadena trofica;49.49;2016-01-09;XIV de Los Rios;Mafil
4728;mal olor;36.88;2019-03-25;XIV de Los Rios;Mafil
4729;destruccion del medio ambiente;42.34;2019-05-04;Metropolitana de Santiago;El Monte
4730;contaminacion del aire;5.19;1975-10-07;IV de Coquimbo;La Higuera
4731;contaminacion de la cadena trofica;49.92;1996-02-05;VIII del Bio-Bio;Laja
4732;contaminacion de suelo;34.07;1982-02-13;VII del Maule;Empedrado
4733;destruccion del medio ambiente;5.87;1998-08-04;III de Atacama;Freirina
4734;radiacion;32.29;2012-09-19;Metropolitana de Santiago;Quilicura
4735;contaminacion del aire;29.73;1987-07-13;IX de La Araucania;Villarrica
4736;contaminacion de agua;24.58;1963-08-10;Metropolitana de Santiago;Buin
4737;contaminacion del aire;7.56;2004-08-28;XIV de Los Rios;Futrono
4738;destruccion del medio ambiente;6.76;1996-04-27;VIII del Bio-Bio;Concepcion
4739;contaminacion de la cadena trofica;47.81;1963-07-26;IX de La Araucania;Temuco
4740;destruccion del medio ambiente;22.1;1980-10-25;IV de Coquimbo;Los Vilos
4741;ruido;17.69;2006-09-09;VIII del Bio-Bio;Coronel
4742;mal olor;31.55;2018-04-29;IX de La Araucania;Vilcun
4743;mal olor;5.63;1988-07-31;V de Valparaiso;La Ligua
4744;plagas;30.62;1988-07-09;VI del Libertador General Bernardo O'Higgins;Mostazal
4745;ruido;22.89;1975-08-06;Metropolitana de Santiago;Huechuraba
4746;destruccion del medio ambiente;9.38;1987-10-10;Metropolitana de Santiago;Conchali
4747;contaminacion de agua;8.03;1997-01-19;XVI de Ñuble;San Nicolas
4748;contaminacion del aire;1.02;1980-10-13;VIII del Bio-Bio;Tucapel
4749;contaminacion de la cadena trofica;41.24;1952-11-13;XVI de Ñuble;San Carlos
4750;mal olor;1.86;2018-07-06;V de Valparaiso;Hijuelas
4751;ruido;15.4;1986-04-13;VIII del Bio-Bio;Hualqui
4752;contaminacion de agua;44.17;2019-07-31;Metropolitana de Santiago;Providencia
4753;ruido;38.43;2006-10-26;IX de La Araucania;Tolten
4754;contaminacion de agua;15.88;2015-05-11;VII del Maule;Molina
4755;plagas;21.69;2000-05-02;VII del Maule;Curepto
4756;contaminacion del aire;32.68;2019-01-11;V de Valparaiso;Viña del Mar
4757;contaminacion del aire;42.22;2008-12-29;III de Atacama;Chañaral
4758;contaminacion de agua;2.88;2015-12-06;XIV de Los Rios;Corral
4759;contaminacion de la cadena trofica;8.34;2012-08-21;XVI de Ñuble;Yungay
4760;contaminacion de suelo;45.77;2018-08-02;XI de Aysen del General Carlos Ibañez del Campo;Lago Verde
4761;contaminacion del aire;34.41;2017-11-01;VI del Libertador General Bernardo O'Higgins;Pichilemu
4762;ruido;2.01;2011-06-10;V de Valparaiso;Quintero
4763;ruido;24.04;2015-10-23;V de Valparaiso;La Cruz
4764;contaminacion de agua;30.38;1992-09-23;XII de Magallanes y de La Antartica Chilena;Antartica
4765;contaminacion de suelo;31.95;2017-09-19;Metropolitana de Santiago;Renca
4766;contaminacion de agua;18.57;2009-05-21;II de Antofagasta;San Pedro de Atacama
4767;contaminacion de suelo;23.45;1993-11-29;IV de Coquimbo;Paiguano
4768;destruccion del medio ambiente;33.71;2006-08-17;IX de La Araucania;Curarrehue
4769;contaminacion de la cadena trofica;46.09;1976-02-02;XV de Arica y Parinacota;Camarones
4770;destruccion del medio ambiente;20.06;2011-07-05;Metropolitana de Santiago;Lo Barnechea
4771;destruccion del medio ambiente;10.07;2006-01-13;Metropolitana de Santiago;Isla de Maipo
4772;radiacion;20.32;2019-03-15;VII del Maule;Rio Claro
4773;plagas;34.2;2019-04-11;Metropolitana de Santiago;Puente Alto
4774;contaminacion de suelo;35.61;2009-02-28;VIII del Bio-Bio;Penco
4775;mal olor;8.01;2015-11-17;VI del Libertador General Bernardo O'Higgins;Graneros
4776;contaminacion de la cadena trofica;8.38;1992-10-24;IV de Coquimbo;Monte Patria
4777;plagas;27.46;2000-01-01;IX de La Araucania;Villarrica
4778;destruccion del medio ambiente;18.55;1988-08-28;X de Los Lagos;San Pablo
4779;contaminacion del aire;4.17;2005-07-22;VI del Libertador General Bernardo O'Higgins;Malloa
4780;destruccion del medio ambiente;37.49;2016-12-13;XV de Arica y Parinacota;General Lagos
4781;contaminacion de suelo;34.28;2008-01-03;Metropolitana de Santiago;Lo Prado
4782;contaminacion de la cadena trofica;10.24;1986-09-07;I de Tarapaca;Pozo Almonte
4783;radiacion;9.82;2003-02-01;V de Valparaiso;Calle Larga
4784;contaminacion de suelo;48.28;1997-11-17;X de Los Lagos;Hualaihue
4785;contaminacion de agua;29.23;2000-03-03;X de Los Lagos;San Pablo
4786;contaminacion de agua;30.72;2012-08-26;V de Valparaiso;Hijuelas
4787;radiacion;16.45;2015-05-12;VIII del Bio-Bio;Concepcion
4788;plagas;9.04;1997-05-07;XVI de Ñuble;Ranquil
4789;contaminacion de la cadena trofica;44.28;1982-04-16;V de Valparaiso;La Ligua
4790;destruccion del medio ambiente;3.55;2007-05-25;IX de La Araucania;Loncoche
4791;mal olor;41.22;2007-06-12;VIII del Bio-Bio;Cabrero
4792;contaminacion de la cadena trofica;23.36;2011-04-24;VIII del Bio-Bio;Cañete
4793;contaminacion del aire;20.09;2012-08-16;II de Antofagasta;Mejillones
4794;contaminacion de la cadena trofica;22.41;1984-10-02;Metropolitana de Santiago;San Bernardo
4795;mal olor;11.88;2002-07-20;IV de Coquimbo;Monte Patria
4796;contaminacion de agua;24.3;1965-12-04;IV de Coquimbo;Los Vilos
4797;contaminacion de agua;25.51;2019-04-29;VI del Libertador General Bernardo O'Higgins;San Vicente
4798;contaminacion de suelo;2.33;2012-08-05;XVI de Ñuble;Ninhue
4799;contaminacion de la cadena trofica;29.24;2017-05-16;V de Valparaiso;Olmue
4800;radiacion;23.97;1984-12-05;Metropolitana de Santiago;La Granja
4801;contaminacion de suelo;29.54;2018-09-24;Metropolitana de Santiago;Lo Barnechea
4802;contaminacion de la cadena trofica;36.08;2001-03-13;Metropolitana de Santiago;Quinta Normal
4803;contaminacion de suelo;6.17;2015-09-16;Metropolitana de Santiago;Paine
4804;contaminacion de agua;15.07;1998-10-16;VIII del Bio-Bio;Penco
4805;destruccion del medio ambiente;0.25;2016-03-11;VI del Libertador General Bernardo O'Higgins;Pumanque
4806;ruido;40.72;2013-02-08;IX de La Araucania;Lumaco
4807;radiacion;29.91;2018-07-26;VIII del Bio-Bio;Santa Juana
4808;destruccion del medio ambiente;13.56;2001-02-13;Metropolitana de Santiago;Paine
4809;contaminacion de suelo;5.73;1998-07-13;III de Atacama;Diego de Almagro
4810;destruccion del medio ambiente;22.51;1985-09-30;Metropolitana de Santiago;Maipu
4811;plagas;45.08;1954-07-31;VIII del Bio-Bio;Tirua
4812;plagas;42.45;2014-07-07;X de Los Lagos;Quemchi
4813;radiacion;16.6;2017-01-17;Metropolitana de Santiago;Isla de Maipo
4814;contaminacion de suelo;20.6;1965-03-09;VI del Libertador General Bernardo O'Higgins;Navidad
4815;contaminacion del aire;45.8;2018-01-13;IX de La Araucania;Temuco
4816;destruccion del medio ambiente;24.57;2002-05-15;VIII del Bio-Bio;Santa Barbara
4817;radiacion;9.29;2000-01-17;XVI de Ñuble;San Fabian
4818;contaminacion de agua;44.67;1983-03-13;V de Valparaiso;El Quisco
4819;ruido;42.86;2002-01-28;VI del Libertador General Bernardo O'Higgins;Olivar
4820;plagas;34.11;2019-06-18;IX de La Araucania;Victoria
4821;mal olor;1.01;1984-09-04;VIII del Bio-Bio;Tome
4822;contaminacion del aire;1.9;2013-07-04;IV de Coquimbo;Coquimbo
4823;ruido;48.11;2004-09-18;Metropolitana de Santiago;Estacion Central
4824;contaminacion de agua;25.76;2016-02-09;VI del Libertador General Bernardo O'Higgins;Pumanque
4825;radiacion;6.69;2016-04-30;Metropolitana de Santiago;Estacion Central
4826;mal olor;18.18;2006-12-27;VI del Libertador General Bernardo O'Higgins;Coinco
4827;contaminacion de la cadena trofica;38.96;1962-10-07;Metropolitana de Santiago;Huechuraba
4828;plagas;1.78;2013-12-25;VII del Maule;Romeral
4829;contaminacion del aire;44.56;2018-08-10;IX de La Araucania;Victoria
4830;contaminacion del aire;35.35;2019-04-10;IX de La Araucania;Temuco
4831;radiacion;47.3;1989-05-16;Metropolitana de Santiago;Melipilla
4832;plagas;34.62;2006-01-09;VIII del Bio-Bio;Florida
4833;mal olor;3.16;2011-05-01;VIII del Bio-Bio;Nacimiento
4834;destruccion del medio ambiente;46.15;2013-04-30;IX de La Araucania;Freire
4835;destruccion del medio ambiente;17.68;1989-01-20;VII del Maule;Curico
4836;plagas;8.38;1993-04-29;IX de La Araucania;Perquenco
4837;radiacion;35.48;2017-05-11;V de Valparaiso;Papudo
4838;contaminacion de suelo;49.31;1986-12-16;XI de Aysen del General Carlos Ibañez del Campo;Aisen
4839;ruido;11.21;2017-03-17;VIII del Bio-Bio;Negrete
4840;contaminacion del aire;19.44;2017-06-16;Metropolitana de Santiago;Colina
4841;contaminacion de la cadena trofica;18.9;1980-12-17;V de Valparaiso;Limache
4842;destruccion del medio ambiente;40.59;2008-09-07;V de Valparaiso;Rinconada
4843;ruido;5.71;1977-04-06;III de Atacama;Diego de Almagro
4844;mal olor;29.56;1975-06-27;IX de La Araucania;Ercilla
4845;ruido;0.27;2011-05-29;XVI de Ñuble;Coihueco
4846;contaminacion del aire;10.1;1978-07-12;XIV de Los Rios;Panguipulli
4847;contaminacion de agua;21.15;2019-03-01;VIII del Bio-Bio;Tucapel
4848;contaminacion de agua;23.14;2018-08-20;XV de Arica y Parinacota;General Lagos
4849;contaminacion de suelo;23.27;2007-01-09;I de Tarapaca;Pozo Almonte
4850;mal olor;46.44;2001-06-28;VII del Maule;San Clemente
4851;contaminacion de suelo;48.85;2017-10-28;V de Valparaiso;Rinconada
4852;plagas;8.26;2012-06-14;X de Los Lagos;Palena
4853;contaminacion del aire;19.63;2013-10-27;V de Valparaiso;Quillota
4854;plagas;46.97;2008-06-13;VI del Libertador General Bernardo O'Higgins;Requinoa
4855;radiacion;16.34;2005-06-18;II de Antofagasta;Sierra Gorda
4856;contaminacion del aire;2.09;1995-06-24;VIII del Bio-Bio;Concepcion
4857;mal olor;13.2;2019-03-12;VI del Libertador General Bernardo O'Higgins;Pumanque
4858;radiacion;29.87;1988-02-19;X de Los Lagos;Calbuco
4859;plagas;25.09;1968-11-22;XI de Aysen del General Carlos Ibañez del Campo;Guaitecas
4860;radiacion;46.31;2012-08-16;VII del Maule;San Clemente
4861;destruccion del medio ambiente;11.78;1999-09-08;VI del Libertador General Bernardo O'Higgins;Pichilemu
4862;contaminacion de suelo;19.74;1993-05-21;XIV de Los Rios;Los Lagos
4863;ruido;36.99;1998-04-27;V de Valparaiso;Cabildo
4864;contaminacion de la cadena trofica;14.56;2017-08-21;XVI de Ñuble;Bulnes
4865;destruccion del medio ambiente;36.22;2005-04-15;Metropolitana de Santiago;Independencia
4866;contaminacion de la cadena trofica;39.44;1983-09-15;VIII del Bio-Bio;Penco
4867;contaminacion del aire;21.69;1988-08-30;XVI de Ñuble;Quirihue
4868;ruido;17.88;2005-02-02;VIII del Bio-Bio;Curanilahue
4869;contaminacion de la cadena trofica;26.38;1967-09-02;Metropolitana de Santiago;Las Condes
4870;contaminacion de suelo;31.97;1992-01-26;VII del Maule;Maule
4871;mal olor;45.06;2001-04-21;IV de Coquimbo;La Higuera
4872;contaminacion de agua;15.69;2015-12-19;IX de La Araucania;Lumaco
4873;mal olor;29.78;2002-11-16;V de Valparaiso;Isla de Pascua
4874;contaminacion de agua;21.75;1975-07-01;IV de Coquimbo;Rio Hurtado
4875;contaminacion de agua;37.5;2012-03-11;XVI de Ñuble;Bulnes
4876;contaminacion de la cadena trofica;40.18;1999-04-09;VI del Libertador General Bernardo O'Higgins;Codegua
4877;destruccion del medio ambiente;6.87;1964-12-31;IV de Coquimbo;Paiguano
4878;radiacion;12.67;2017-04-13;Metropolitana de Santiago;Buin
4879;contaminacion de la cadena trofica;40.06;2018-07-18;Metropolitana de Santiago;Vitacura
4880;contaminacion de suelo;11.08;2009-11-09;XIV de Los Rios;Lanco
4881;ruido;31.36;2019-03-31;VI del Libertador General Bernardo O'Higgins;Las Cabras
4882;contaminacion de suelo;33.73;1991-08-03;Metropolitana de Santiago;Colina
4883;contaminacion de la cadena trofica;9.27;2002-07-25;IV de Coquimbo;Vicuña
4884;mal olor;48.3;1986-05-22;VI del Libertador General Bernardo O'Higgins;Olivar
4885;radiacion;10.23;1968-05-28;XI de Aysen del General Carlos Ibañez del Campo;Coihaique
4886;contaminacion de suelo;42.43;2015-06-03;V de Valparaiso;Villa Alemana
4887;mal olor;24.06;2002-08-30;VII del Maule;Hualañe
4888;plagas;39.11;2000-07-29;IX de La Araucania;Tolten
4889;contaminacion de la cadena trofica;11;2017-10-30;Metropolitana de Santiago;Estacion Central
4890;plagas;33.46;2002-12-04;V de Valparaiso;Juan Fernandez
4891;ruido;14.61;2001-06-16;VII del Maule;Colbun
4892;contaminacion del aire;17.49;1997-03-17;Metropolitana de Santiago;Independencia
4893;mal olor;1.59;1998-03-06;VIII del Bio-Bio;Coronel
4894;radiacion;46.01;1981-02-09;VII del Maule;Villa Alegre
4895;destruccion del medio ambiente;12.11;2009-05-25;V de Valparaiso;Calera
4896;contaminacion del aire;4.16;2017-04-16;VII del Maule;Chanco
4897;destruccion del medio ambiente;29.44;2012-02-19;Metropolitana de Santiago;La Pintana
4898;mal olor;13.24;1985-03-26;Metropolitana de Santiago;El Monte
4899;plagas;46.25;2004-12-09;XIV de Los Rios;Rio Bueno
4900;mal olor;44.9;1979-02-09;X de Los Lagos;Maullin
4901;destruccion del medio ambiente;2.84;2019-01-08;XII de Magallanes y de La Antartica Chilena;San Gregorio
4902;mal olor;31.4;2012-10-24;VIII del Bio-Bio;Penco
4903;contaminacion de la cadena trofica;5.48;2008-09-26;IX de La Araucania;Saavedra
4904;contaminacion de la cadena trofica;22.16;1981-12-15;I de Tarapaca;Alto Hospicio
4905;mal olor;0.79;1998-10-16;XIV de Los Rios;Paillaco
4906;contaminacion de suelo;5.94;2017-12-27;V de Valparaiso;Casablanca
4907;radiacion;12.79;1976-01-21;VII del Maule;Constitucion
4908;contaminacion del aire;48.1;2017-07-06;VI del Libertador General Bernardo O'Higgins;San Fernando
4909;destruccion del medio ambiente;41;1988-04-24;V de Valparaiso;Papudo
4910;plagas;40.56;2015-02-14;III de Atacama;Diego de Almagro
4911;contaminacion de agua;40.56;1999-03-17;III de Atacama;Alto del Carmen
4912;radiacion;41.13;2015-06-27;Metropolitana de Santiago;Lo Prado
4913;radiacion;31.16;2012-09-23;VIII del Bio-Bio;Antuco
4914;ruido;24.97;1996-02-24;XII de Magallanes y de La Antartica Chilena;Cabo de Hornos
4915;contaminacion de agua;36.67;1997-06-02;III de Atacama;Huasco
4916;contaminacion de agua;40.97;1993-08-18;XVI de Ñuble;San Ignacio
4917;ruido;8.15;2016-01-07;IV de Coquimbo;Andacollo
4918;plagas;0.7;2006-02-26;XVI de Ñuble;Treguaco
4919;contaminacion del aire;21.85;2008-02-26;VIII del Bio-Bio;Chiguayante
4920;radiacion;47.82;2018-10-06;II de Antofagasta;Calama
4921;destruccion del medio ambiente;18.78;1992-02-07;V de Valparaiso;Algarrobo
4922;contaminacion de suelo;32.96;2001-09-01;VIII del Bio-Bio;Santa Barbara
4923;mal olor;36.61;2010-10-04;XVI de Ñuble;Coihueco
4924;contaminacion de agua;34.54;1989-06-17;XVI de Ñuble;Coihueco
4925;radiacion;35.87;2015-07-06;X de Los Lagos;Palena
4926;plagas;8.46;2013-10-18;VIII del Bio-Bio;Arauco
4927;plagas;38.9;1990-11-10;X de Los Lagos;Llanquihue
4928;contaminacion de agua;4.4;2017-06-04;IX de La Araucania;Gorbea
4929;mal olor;42.27;2016-09-05;VII del Maule;Colbun
4930;mal olor;31.8;1994-06-20;II de Antofagasta;Calama
4931;ruido;49.57;2018-12-03;Metropolitana de Santiago;Paine
4932;contaminacion de la cadena trofica;36.16;2013-12-07;XVI de Ñuble;El Carmen
4933;plagas;35.23;2015-06-08;II de Antofagasta;Ollague
4934;contaminacion del aire;42.08;2003-04-24;V de Valparaiso;Limache
4935;radiacion;42.66;1960-06-24;X de Los Lagos;Puerto Octay
4936;plagas;48.17;2011-01-08;IX de La Araucania;Los Sauces
4937;contaminacion de agua;16.44;1988-05-01;VIII del Bio-Bio;Concepcion
4938;radiacion;43.39;1955-12-30;Metropolitana de Santiago;La Granja
4939;plagas;26.4;2019-07-21;V de Valparaiso;Valparaiso
4940;contaminacion de la cadena trofica;6.92;1974-03-26;VII del Maule;Romeral
4941;mal olor;9.6;1981-02-27;XVI de Ñuble;El Carmen
4942;mal olor;47.99;1995-12-18;IV de Coquimbo;Coquimbo
4943;destruccion del medio ambiente;0.48;2015-02-17;VIII del Bio-Bio;Contulmo
4944;mal olor;6.14;2017-05-17;VII del Maule;Vichuquen
4945;destruccion del medio ambiente;43.68;2010-06-12;VIII del Bio-Bio;Quilleco
4946;contaminacion de agua;25.26;2016-04-13;XVI de Ñuble;Treguaco
4947;radiacion;25.3;2000-01-13;XI de Aysen del General Carlos Ibañez del Campo;Chile Chico
4948;ruido;27.62;2017-04-13;IV de Coquimbo;Andacollo
4949;mal olor;46.68;1997-11-14;VII del Maule;Villa Alegre
4950;destruccion del medio ambiente;28.35;2009-06-10;V de Valparaiso;Putaendo
4951;destruccion del medio ambiente;20.47;2016-06-26;VIII del Bio-Bio;Arauco
4952;contaminacion del aire;4.09;1996-10-07;Metropolitana de Santiago;Calera de Tango
4953;contaminacion de agua;16.09;1981-05-31;VI del Libertador General Bernardo O'Higgins;Pumanque
4954;contaminacion del aire;25.16;2013-07-01;Metropolitana de Santiago;Cerrillos
4955;contaminacion de agua;8.36;1990-05-30;Metropolitana de Santiago;Lampa
4956;ruido;40.87;2011-09-03;Metropolitana de Santiago;Talagante
4957;radiacion;40.35;1985-03-27;IX de La Araucania;Collipulli
4958;contaminacion del aire;45.38;2013-03-11;IV de Coquimbo;Punitaqui
4959;destruccion del medio ambiente;19.79;1993-08-26;X de Los Lagos;Cochamo
4960;radiacion;18.92;2019-08-26;VI del Libertador General Bernardo O'Higgins;Graneros
4961;mal olor;49.48;1985-04-27;Metropolitana de Santiago;Colina
4962;radiacion;47.3;2009-12-02;XI de Aysen del General Carlos Ibañez del Campo;Aisen
4963;mal olor;7.25;2007-10-21;IV de Coquimbo;Punitaqui
4964;contaminacion de agua;4.78;2015-03-07;IX de La Araucania;Puren
4965;plagas;3.06;2002-06-11;VI del Libertador General Bernardo O'Higgins;Santa Cruz
4966;contaminacion de la cadena trofica;12.34;2008-08-14;III de Atacama;Caldera
4967;contaminacion de suelo;24.85;2014-06-06;Metropolitana de Santiago;Alhue
4968;radiacion;21.6;1967-07-20;XIV de Los Rios;Mafil
4969;plagas;40.57;2000-09-21;V de Valparaiso;Cartagena
4970;contaminacion de agua;16.84;2015-09-23;X de Los Lagos;Puerto Varas
4971;plagas;43.42;2017-02-11;Metropolitana de Santiago;Alhue
4972;plagas;35.47;2005-11-24;VI del Libertador General Bernardo O'Higgins;Chepica
4973;radiacion;2.6;2014-12-31;IV de Coquimbo;Punitaqui
4974;mal olor;20.31;1999-06-24;IV de Coquimbo;Rio Hurtado
4975;plagas;33.4;2001-11-05;IX de La Araucania;Padre Las Casas
4976;mal olor;41.36;1993-12-28;V de Valparaiso;Calera
4977;contaminacion de la cadena trofica;16.13;2000-01-30;I de Tarapaca;Pica
4978;contaminacion de la cadena trofica;12.01;2015-12-16;VII del Maule;Curico
4979;ruido;12.69;1995-07-26;Metropolitana de Santiago;Quinta Normal
4980;contaminacion de suelo;49.04;2001-01-21;V de Valparaiso;Quintero
4981;plagas;21.52;2009-01-28;XVI de Ñuble;Ranquil
4982;contaminacion de agua;29.15;2015-04-03;VI del Libertador General Bernardo O'Higgins;Olivar
4983;radiacion;27.08;1974-09-29;Metropolitana de Santiago;Lo Prado
4984;contaminacion de suelo;32.43;2007-09-25;I de Tarapaca;Camiña
4985;radiacion;15.17;2016-07-23;XII de Magallanes y de La Antartica Chilena;Antartica
