numero;causa contaminante;area influencia (kms);fecha apertura;region de tramitacion;comuna de tramitacion
39054-4055-BG;contaminacion de suelo;38.44;18-06-1995;IX de La Araucania;Tolten
1178-86068-EA;contaminacion de la cadena trofica;32.67;07-09-2002;VIII del Bio-Bio;Cabrero
97749-31057-GO;radiacion;16.05;02-10-2005;VI del Libertador General Bernardo O'Higgins;Nancagua
62175-56519-AL;contaminacion de agua;26.66;27-06-2002;Metropolitana de Santiago;Colina
95748-33315-BG;destruccion del medio ambiente;24.73;09-12-1991;I de Tarapaca;Iquique
52519-16699-NJ;contaminacion de la cadena trofica;3.28;20-01-2013;XVI de Ñuble;Quirihue
19909-39523-EO;contaminacion del aire;47.71;27-07-2014;IV de Coquimbo;Los Vilos
45365-72572-KB;destruccion del medio ambiente;26.89;19-09-2005;I de Tarapaca;Pica
24280-69538-JN;contaminacion del aire;24.3;25-06-2004;XVI de Ñuble;Ñiquen
88389-59983-OB;contaminacion de suelo;21.92;22-01-1999;III de Atacama;Diego de Almagro
79122-92541-BN;mal olor;47.61;22-05-2008;XVI de Ñuble;Ranquil
30671-91210-HK;contaminacion de agua;38.24;11-02-1982;XII de Magallanes y de La Antartica Chilena;Natales
78629-92203-EN;plagas;11.41;05-08-2005;IV de Coquimbo;La Serena
88379-80128-NF;contaminacion de la cadena trofica;31.82;24-11-1967;XVI de Ñuble;Portezuelo
65050-79025-OJ;contaminacion del aire;30.74;12-12-2014;Metropolitana de Santiago;Buin
62149-16670-EB;plagas;46.83;28-05-1993;IV de Coquimbo;La Serena
26841-16639-OI;contaminacion de la cadena trofica;28.61;25-06-1961;V de Valparaiso;San Felipe
1252-67582-DB;radiacion;26.96;07-08-1977;VII del Maule;Curico
47246-83365-KL;contaminacion del aire;6.95;12-05-2019;XI de Aysen del General Carlos Ibañez del Campo;Guaitecas
85729-78911-LO;mal olor;14.9;22-06-2019;VI del Libertador General Bernardo O'Higgins;Pichilemu
24917-76098-NB;contaminacion de suelo;29.35;12-07-2019;IV de Coquimbo;Illapel
34919-32467-BG;ruido;9.79;25-09-2010;III de Atacama;Chañaral
86334-88112-OO;plagas;41.21;23-01-2015;V de Valparaiso;Calera
83228-60304-EB;destruccion del medio ambiente;15.56;30-11-1987;VII del Maule;Retiro
86357-46785-DL;contaminacion del aire;27.05;04-11-2011;IX de La Araucania;Melipeuco
67185-39441-EG;ruido;19.88;01-03-1999;VI del Libertador General Bernardo O'Higgins;Malloa
14932-80897-AE;mal olor;19.12;29-05-2012;X de Los Lagos;Puyehue
7336-95211-AI;destruccion del medio ambiente;44.14;21-06-1990;VIII del Bio-Bio;Lota
43945-55354-LH;contaminacion de la cadena trofica;21.72;08-05-1990;V de Valparaiso;Juan Fernandez
84924-97327-GK;ruido;11.38;14-04-2005;XVI de Ñuble;Pemuco
49563-11416-AB;ruido;39.38;26-02-2019;Metropolitana de Santiago;San Miguel
45677-95272-EM;contaminacion de agua;32.31;02-08-1983;VII del Maule;Colbun
41317-13327-GF;contaminacion del aire;47.14;05-04-2012;XVI de Ñuble;Cobquecura
75621-7179-ND;contaminacion de suelo;24.85;14-11-2004;VIII del Bio-Bio;Curanilahue
97432-37251-AE;ruido;37.58;26-01-2015;VI del Libertador General Bernardo O'Higgins;Pumanque
78541-89738-MB;mal olor;12.65;18-07-2014;Metropolitana de Santiago;Alhue
1198-72199-AB;contaminacion de la cadena trofica;8.02;13-10-2006;VIII del Bio-Bio;Los Angeles
53704-47467-GF;mal olor;35.61;10-05-1997;VI del Libertador General Bernardo O'Higgins;Placilla
3263-51027-EG;contaminacion de suelo;9.13;31-03-2004;XII de Magallanes y de La Antartica Chilena;Punta Arenas
41938-84801-HK;destruccion del medio ambiente;22.13;28-08-1980;VIII del Bio-Bio;Tome
20297-39807-LN;destruccion del medio ambiente;38.44;12-09-2006;Metropolitana de Santiago;Pirque
49404-41358-IB;ruido;28.83;16-10-1997;VII del Maule;Chanco
71752-65825-II;plagas;35.2;23-12-1984;X de Los Lagos;Chaiten
34728-45723-LH;ruido;16;23-01-2008;V de Valparaiso;Quintero
63689-26588-FB;plagas;18.67;27-06-1993;VIII del Bio-Bio;Tirua
96555-64637-HB;contaminacion de suelo;32.05;23-01-2003;IX de La Araucania;Padre Las Casas
50921-63127-JB;plagas;46.35;30-05-2012;X de Los Lagos;Hualaihue
58670-83819-BB;contaminacion de suelo;48.8;06-07-2007;VI del Libertador General Bernardo O'Higgins;Paredones
5567-44470-HB;contaminacion del aire;22.27;08-09-2017;X de Los Lagos;Maullin
19020-11460-MI;contaminacion de la cadena trofica;30.12;30-07-2019;VII del Maule;Vichuquen
23756-83616-HD;contaminacion de la cadena trofica;40.06;27-11-1980;V de Valparaiso;Los Andes
65561-98228-LB;contaminacion de la cadena trofica;17.13;30-06-1984;V de Valparaiso;Quillota
62969-97723-ON;contaminacion de agua;13.22;30-08-2018;IX de La Araucania;Pucon
47275-6996-BK;radiacion;33.84;15-08-2017;Metropolitana de Santiago;San Bernardo
7695-25267-OK;destruccion del medio ambiente;7.06;12-03-2019;X de Los Lagos;Llanquihue
39708-55565-HG;ruido;22.36;10-11-1990;VII del Maule;Rauco
30503-90228-JE;contaminacion de agua;27.11;23-04-1960;III de Atacama;Vallenar
6584-90741-AE;mal olor;46.02;19-08-2019;V de Valparaiso;Llaillay
57012-43209-NB;destruccion del medio ambiente;26.4;05-08-1995;XII de Magallanes y de La Antartica Chilena;San Gregorio
86967-92346-JI;contaminacion de la cadena trofica;30.3;29-03-1991;XI de Aysen del General Carlos Ibañez del Campo;Aisen
18007-82346-BI;mal olor;49.7;21-04-1974;IX de La Araucania;Saavedra
50564-23320-MB;contaminacion de suelo;4.92;11-09-1995;IX de La Araucania;Collipulli
85364-43465-IG;contaminacion de suelo;29.78;03-01-2002;V de Valparaiso;Juan Fernandez
71513-11806-FN;contaminacion de suelo;8.57;30-01-2001;VII del Maule;Linares
34634-55616-AI;contaminacion de agua;45.27;14-07-2000;Metropolitana de Santiago;San Jose de Maipo
99366-79713-DM;contaminacion del aire;15.74;28-01-2012;V de Valparaiso;Panquehue
31438-1688-FD;mal olor;42.7;24-03-2019;V de Valparaiso;Nogales
3635-65425-DM;destruccion del medio ambiente;12.1;31-08-2002;VIII del Bio-Bio;Tome
45307-39562-BK;plagas;7.87;03-10-2003;VI del Libertador General Bernardo O'Higgins;Codegua
42602-70399-EK;mal olor;14.87;08-10-1975;VIII del Bio-Bio;Coronel
756-59516-GD;contaminacion del aire;12.89;13-10-1980;III de Atacama;Copiapo
46492-61668-NI;radiacion;41.33;09-07-2019;XV de Arica y Parinacota;Arica
86552-82329-FI;mal olor;24.53;09-05-2005;III de Atacama;Freirina
13476-76787-HB;ruido;1.25;03-10-2003;I de Tarapaca;Pozo Almonte
84786-2671-MG;contaminacion de la cadena trofica;26.74;30-01-2008;VII del Maule;Yerbas Buenas
93874-56347-MI;contaminacion de suelo;28.33;11-11-2001;IX de La Araucania;Victoria
37985-81054-ML;contaminacion del aire;9.17;14-10-2011;IX de La Araucania;Gorbea
77447-10160-BD;contaminacion de la cadena trofica;28.66;03-01-2000;I de Tarapaca;Camiña
41780-89741-IB;ruido;39.8;04-06-2014;Metropolitana de Santiago;Tiltil
88339-15154-AB;contaminacion del aire;5.51;25-12-2005;V de Valparaiso;Viña del Mar
48706-28204-JF;contaminacion de agua;17.94;22-02-2006;VI del Libertador General Bernardo O'Higgins;Peumo
4627-19157-IM;contaminacion del aire;26.49;20-10-2013;IX de La Araucania;Loncoche
73948-36552-JN;mal olor;49.22;07-04-1996;IX de La Araucania;Lumaco
12834-33976-BM;contaminacion del aire;30.9;16-09-2018;Metropolitana de Santiago;Talagante
26072-44621-BG;mal olor;24.8;26-11-2011;I de Tarapaca;Alto Hospicio
1415-72173-MD;radiacion;47.45;14-04-1988;VI del Libertador General Bernardo O'Higgins;Codegua
29542-39970-MB;ruido;15.51;05-11-2016;XIV de Los Rios;Panguipulli
2008-46797-NA;radiacion;20.48;27-08-2015;VII del Maule;Rio Claro
80105-54130-KG;radiacion;13.04;12-03-1976;VI del Libertador General Bernardo O'Higgins;Palmilla
93580-75265-HO;plagas;29.24;02-12-2018;Metropolitana de Santiago;La Reina
44009-10337-NJ;plagas;41.71;26-04-1988;VI del Libertador General Bernardo O'Higgins;Peumo
57582-23862-KM;contaminacion de suelo;4.53;18-01-2004;XIV de Los Rios;Rio Bueno
3481-95356-DH;radiacion;25.97;16-06-1984;IX de La Araucania;Vilcun
98784-30975-DE;destruccion del medio ambiente;26.81;27-02-2000;X de Los Lagos;Curaco de Velez
99721-73624-FN;radiacion;14.61;06-01-1981;Metropolitana de Santiago;Melipilla
83598-4576-AB;plagas;1.23;24-10-2018;VIII del Bio-Bio;Yumbel
19859-66225-JM;plagas;42.53;25-11-1993;VI del Libertador General Bernardo O'Higgins;Santa Cruz
58500-14144-ML;destruccion del medio ambiente;24.83;09-11-1998;IX de La Araucania;Curacautin
80580-11207-GM;radiacion;46.4;30-08-1963;VIII del Bio-Bio;San Rosendo
35457-59102-HF;contaminacion de agua;38.25;28-08-2017;IV de Coquimbo;Rio Hurtado
49820-12383-MM;contaminacion del aire;22.95;22-03-2012;Metropolitana de Santiago;Las Condes
30006-20685-IB;destruccion del medio ambiente;35.94;15-01-2003;VI del Libertador General Bernardo O'Higgins;Machali
72065-51226-GD;contaminacion de suelo;0.85;20-10-1985;VI del Libertador General Bernardo O'Higgins;Litueche
74118-43019-OL;ruido;43.09;09-01-2017;V de Valparaiso;Petorca
84611-39666-BB;contaminacion del aire;3.09;27-06-2011;XIV de Los Rios;Los Lagos
68970-45226-DE;contaminacion de agua;41.66;15-07-2019;VI del Libertador General Bernardo O'Higgins;Nancagua
95356-29177-BB;contaminacion de agua;32.35;09-11-2004;Metropolitana de Santiago;Padre Hurtado
75014-8430-EG;ruido;36.06;06-07-2007;X de Los Lagos;Chaiten
99115-60618-OO;ruido;46.26;03-06-2019;XIV de Los Rios;Lago Ranco
23495-17916-DN;mal olor;9.28;02-11-2018;XI de Aysen del General Carlos Ibañez del Campo;Cisnes
95102-72493-IB;ruido;11.3;15-03-1989;VIII del Bio-Bio;Yumbel
30779-8693-IM;destruccion del medio ambiente;33.45;11-05-2012;VII del Maule;Vichuquen
85598-46610-EJ;contaminacion del aire;26.7;25-06-1976;Metropolitana de Santiago;Maipu
70580-23151-FB;plagas;41.56;18-05-2009;Metropolitana de Santiago;Buin
27267-61050-NM;contaminacion de suelo;17.23;30-11-1994;X de Los Lagos;Quinchao
66664-16894-EL;radiacion;8.81;18-04-1990;Metropolitana de Santiago;Santiago
75658-31938-BF;plagas;39.8;23-06-1981;IX de La Araucania;Puren
53212-32133-BE;ruido;5.72;15-06-1985;VI del Libertador General Bernardo O'Higgins;Placilla
70379-80857-HB;radiacion;32.39;01-05-1989;IX de La Araucania;Tolten
81058-29131-DH;mal olor;32.63;24-09-2004;VII del Maule;Villa Alegre
58710-14534-OB;destruccion del medio ambiente;40.09;30-11-2003;IV de Coquimbo;Ovalle
51617-46069-LA;plagas;17.36;13-04-2008;XII de Magallanes y de La Antartica Chilena;Torres del Paine
63785-85846-DK;contaminacion de agua;25.12;24-01-2008;VI del Libertador General Bernardo O'Higgins;Palmilla
7336-68313-IB;radiacion;28.83;23-06-2013;XI de Aysen del General Carlos Ibañez del Campo;O'Higgins
67241-20041-LH;contaminacion de suelo;9.66;24-04-1980;X de Los Lagos;Puqueldon
35620-16226-BB;contaminacion de suelo;40.63;08-02-2015;XVI de Ñuble;Coelemu
10614-84777-KK;contaminacion del aire;16.2;19-04-2000;Metropolitana de Santiago;Isla de Maipo
37521-78694-II;radiacion;28.13;09-03-2009;VI del Libertador General Bernardo O'Higgins;Doñihue
40292-98788-HL;contaminacion de agua;8.16;11-02-2012;VII del Maule;San Clemente
18280-82654-NI;destruccion del medio ambiente;30.5;27-02-1966;IX de La Araucania;Nueva Imperial
29677-91086-LB;ruido;37.17;02-05-2010;Metropolitana de Santiago;Colina
40620-60911-HD;ruido;44.12;23-03-1973;VII del Maule;Longavi
13655-91081-MB;contaminacion del aire;30.35;03-05-2001;V de Valparaiso;El Tabo
80762-87672-DB;radiacion;34.84;18-02-2017;IV de Coquimbo;Salamanca
25019-74586-BO;contaminacion de la cadena trofica;37.63;19-12-1995;X de Los Lagos;Osorno
47966-92006-KN;contaminacion del aire;28.56;08-11-2015;VIII del Bio-Bio;Talcahuano
49835-60513-FB;destruccion del medio ambiente;34.63;12-12-1998;V de Valparaiso;Isla de Pascua
24150-6011-NE;ruido;40.67;12-06-2009;V de Valparaiso;Llaillay
18944-38419-KB;plagas;48.27;11-07-1958;Metropolitana de Santiago;Vitacura
6185-97975-BO;mal olor;30.45;23-08-2009;VI del Libertador General Bernardo O'Higgins;Coltauco
17105-11534-KK;contaminacion de suelo;11.12;22-02-1990;VII del Maule;San Rafael
61162-88240-IJ;plagas;5.75;30-11-2013;V de Valparaiso;Quillota
31054-601-LO;contaminacion de suelo;16.9;04-08-1970;V de Valparaiso;Concon
61711-14841-IB;contaminacion del aire;3.8;23-06-2015;XVI de Ñuble;Coihueco
29562-18645-AG;plagas;41.79;25-04-2005;VI del Libertador General Bernardo O'Higgins;Quinta de Tilcoco
96306-51235-ME;destruccion del medio ambiente;34.5;19-11-1992;V de Valparaiso;Quillota
97460-71224-OL;mal olor;14.72;29-03-1988;XVI de Ñuble;Coelemu
45042-70191-AO;destruccion del medio ambiente;47.52;20-09-2017;V de Valparaiso;Catemu
30663-75539-HJ;radiacion;26.7;09-11-2018;VIII del Bio-Bio;Laja
72455-41618-NB;mal olor;44.04;13-02-2016;Metropolitana de Santiago;Macul
16080-21244-OB;mal olor;13.79;13-12-1999;Metropolitana de Santiago;Maria Pinto
56565-48745-BG;contaminacion de la cadena trofica;39.76;24-08-2007;VI del Libertador General Bernardo O'Higgins;Coinco
55616-1241-FG;ruido;48.43;27-04-2013;X de Los Lagos;Chaiten
19249-80669-KM;destruccion del medio ambiente;23.17;30-01-2014;VIII del Bio-Bio;Penco
54114-58328-ML;ruido;29.38;19-03-2017;I de Tarapaca;Iquique
17731-26392-BE;contaminacion de suelo;47.91;16-12-2001;VII del Maule;Curepto
84586-85987-BK;plagas;14.99;13-05-1985;VI del Libertador General Bernardo O'Higgins;Quinta de Tilcoco
16935-51651-KN;plagas;36.42;15-08-2006;II de Antofagasta;Mejillones
40902-9989-IE;contaminacion del aire;37.03;07-07-1974;IV de Coquimbo;La Higuera
54760-8178-EN;contaminacion de suelo;47.91;24-09-1961;IV de Coquimbo;Ovalle
40952-66422-NB;ruido;29.06;15-09-1994;VII del Maule;Retiro
34541-32147-JH;contaminacion del aire;11.13;26-06-2011;X de Los Lagos;Dalcahue
16121-48660-KK;mal olor;32.73;09-09-2007;Metropolitana de Santiago;Lo Barnechea
83419-85001-EB;ruido;46.09;18-10-2003;V de Valparaiso;Panquehue
12889-18671-AA;radiacion;15.58;29-08-1979;VI del Libertador General Bernardo O'Higgins;Pumanque
30063-35717-LN;contaminacion de agua;21.97;27-05-2011;XIV de Los Rios;La Union
71004-78616-MI;contaminacion de agua;43.39;21-06-2013;VI del Libertador General Bernardo O'Higgins;Quinta de Tilcoco
65289-57189-KG;mal olor;49.27;24-10-1993;XI de Aysen del General Carlos Ibañez del Campo;Cochrane
65338-76457-NB;destruccion del medio ambiente;49.28;22-09-2016;XVI de Ñuble;Portezuelo
71517-15998-FL;ruido;25.41;01-01-2010;VII del Maule;Pelarco
22561-82052-NH;contaminacion de suelo;5.39;24-02-1966;V de Valparaiso;San Felipe
8633-41879-KB;contaminacion del aire;33.82;08-11-2001;XI de Aysen del General Carlos Ibañez del Campo;Cisnes
60901-89508-BI;contaminacion del aire;7.17;08-07-1993;Metropolitana de Santiago;Cerro Navia
42759-81831-KO;ruido;7.59;11-12-2012;II de Antofagasta;Calama
68062-15914-GB;contaminacion de agua;30.45;16-10-1959;IV de Coquimbo;Punitaqui
62452-29033-MG;contaminacion de agua;21.27;10-02-1993;X de Los Lagos;Puqueldon
85744-75044-MK;mal olor;42.2;17-06-2011;XV de Arica y Parinacota;General Lagos
92782-23774-BN;radiacion;2.79;05-10-1977;XVI de Ñuble;El Carmen
70819-58694-FJ;contaminacion del aire;29.39;18-11-1996;XVI de Ñuble;Cobquecura
71960-67097-AE;contaminacion de la cadena trofica;13.47;24-04-1999;X de Los Lagos;Queilen
45782-79220-FM;contaminacion del aire;32.45;13-02-1991;V de Valparaiso;Quillota
1584-87009-IB;contaminacion de suelo;21.47;03-04-2018;X de Los Lagos;Cochamo
17044-73212-BE;contaminacion de agua;2.88;22-10-2018;XVI de Ñuble;Cobquecura
12834-87314-KB;contaminacion del aire;38.28;24-06-1963;VI del Libertador General Bernardo O'Higgins;San Vicente
2021-79837-GM;mal olor;32.55;23-09-2005;X de Los Lagos;Queilen
29010-75271-LH;contaminacion de agua;26.34;22-09-2010;Metropolitana de Santiago;Estacion Central
18541-32869-NI;mal olor;36.7;13-02-2017;XVI de Ñuble;Yungay
14841-46538-BI;plagas;19.23;20-10-1995;VIII del Bio-Bio;Santa Barbara
54887-43179-GB;contaminacion de la cadena trofica;8.5;04-02-1989;VII del Maule;Colbun
17039-65690-OJ;ruido;8.34;02-08-1967;VI del Libertador General Bernardo O'Higgins;Pichilemu
87968-20103-HB;ruido;12.37;30-09-2015;IX de La Araucania;Collipulli
51905-84094-GH;destruccion del medio ambiente;21.9;03-12-2017;III de Atacama;Freirina
23942-98900-IJ;plagas;7.37;12-04-2019;V de Valparaiso;San Esteban
82390-97194-KB;mal olor;2.84;10-10-1973;XI de Aysen del General Carlos Ibañez del Campo;Lago Verde
86374-65700-IG;plagas;47.86;09-08-1962;VII del Maule;Licanten
88550-98703-OJ;contaminacion de suelo;40.97;30-07-2000;XIV de Los Rios;Lago Ranco
28590-70762-OF;contaminacion de la cadena trofica;28.86;02-12-2016;Metropolitana de Santiago;Cerrillos
96829-23578-HF;ruido;38.2;06-08-2017;Metropolitana de Santiago;Melipilla
78868-61643-BK;contaminacion de agua;9.12;26-07-2008;Metropolitana de Santiago;Ñuñoa
84304-69614-EB;contaminacion del aire;35.05;17-12-1994;XVI de Ñuble;Pemuco
32979-93110-AH;ruido;48.26;01-01-1987;IV de Coquimbo;Los Vilos
94891-39070-BN;contaminacion de suelo;17.06;29-05-2016;VIII del Bio-Bio;Tucapel
12724-62929-JO;contaminacion del aire;0.65;02-06-1990;V de Valparaiso;San Esteban
29166-73359-AK;contaminacion de agua;47.43;23-10-2003;VI del Libertador General Bernardo O'Higgins;Palmilla
53171-8913-KB;ruido;42.86;19-07-2019;VI del Libertador General Bernardo O'Higgins;Navidad
73636-57176-BG;plagas;3.45;09-06-1993;VIII del Bio-Bio;Los Angeles
66148-97735-BH;contaminacion de agua;5.16;03-09-1999;II de Antofagasta;Tocopilla
68268-21474-ON;ruido;11.52;07-04-2004;XVI de Ñuble;San Carlos
99487-67028-KD;contaminacion de agua;40.61;02-06-2002;IX de La Araucania;Collipulli
45760-59750-MJ;contaminacion de suelo;16.46;27-11-2018;XIV de Los Rios;Lanco
2707-76455-AF;radiacion;11.99;19-08-2019;VIII del Bio-Bio;San Rosendo
26461-12566-GB;mal olor;40.59;24-05-1974;V de Valparaiso;Casablanca
67416-86462-AA;radiacion;10.02;10-02-1993;I de Tarapaca;Alto Hospicio
55965-79139-BF;contaminacion de suelo;26.33;08-09-2017;VI del Libertador General Bernardo O'Higgins;Olivar
96651-83287-MI;ruido;35;25-04-2018;VI del Libertador General Bernardo O'Higgins;Malloa
58557-50624-JN;contaminacion de la cadena trofica;23.73;04-07-2019;VI del Libertador General Bernardo O'Higgins;Pumanque
15829-43179-LH;ruido;31.92;22-01-1992;VII del Maule;Chanco
94565-46643-GL;destruccion del medio ambiente;13.1;04-07-1991;II de Antofagasta;Mejillones
53175-98685-GO;contaminacion de agua;33.38;20-09-2009;VII del Maule;Yerbas Buenas
91450-72426-BM;contaminacion del aire;6.03;13-04-2009;IV de Coquimbo;Rio Hurtado
11077-21617-OB;radiacion;41.28;22-04-1981;IX de La Araucania;Lumaco
28779-12818-NJ;contaminacion de la cadena trofica;19.5;09-09-2011;II de Antofagasta;Sierra Gorda
88423-78292-LM;ruido;10.09;30-05-1975;VII del Maule;Pelluhue
89947-79108-FI;destruccion del medio ambiente;15.45;01-08-1992;VIII del Bio-Bio;Los Angeles
41765-56374-HI;contaminacion de agua;38.89;09-03-1977;XII de Magallanes y de La Antartica Chilena;Rio Verde
66959-97458-LD;ruido;27.5;18-05-2019;IX de La Araucania;Renaico
66795-97582-LB;contaminacion de suelo;21.21;18-04-1995;Metropolitana de Santiago;San Pedro
49925-36986-OB;contaminacion de la cadena trofica;5.55;28-07-2007;XIV de Los Rios;Lago Ranco
33695-53263-GJ;plagas;42.13;03-10-1996;II de Antofagasta;Antofagasta
34558-91304-MM;radiacion;27.38;24-02-2016;Metropolitana de Santiago;Alhue
27218-18966-KM;plagas;11.54;25-10-2004;V de Valparaiso;Viña del Mar
96793-82663-MD;radiacion;6.84;25-04-1999;XIV de Los Rios;La Union
37903-98911-NA;plagas;40.44;06-11-1992;VI del Libertador General Bernardo O'Higgins;Palmilla
35450-48-IK;contaminacion de suelo;36.76;22-11-1971;VIII del Bio-Bio;Yumbel
25810-2036-OM;ruido;45.79;05-11-1981;Metropolitana de Santiago;La Cisterna
7636-4117-JH;contaminacion de suelo;24.47;04-03-1976;VI del Libertador General Bernardo O'Higgins;Lolol
71780-48966-NB;ruido;19.14;01-04-2009;IX de La Araucania;Cunco
27804-9859-BF;ruido;30.12;15-08-2000;X de Los Lagos;Puerto Octay
74356-22900-DO;mal olor;17.11;17-10-1990;V de Valparaiso;Cartagena
60302-6216-BF;contaminacion de la cadena trofica;17.69;28-06-1980;VIII del Bio-Bio;Penco
79868-59015-KB;ruido;49.34;19-09-1974;XIV de Los Rios;Mariquina
30561-24411-EH;contaminacion de suelo;26.77;15-05-1972;Metropolitana de Santiago;Conchali
84907-40251-LD;contaminacion de la cadena trofica;15.38;11-04-2003;IV de Coquimbo;Illapel
66246-15756-HD;mal olor;8.78;19-08-1987;Metropolitana de Santiago;Independencia
55949-12653-AO;contaminacion de suelo;48.21;30-09-2013;Metropolitana de Santiago;Providencia
38048-42118-LH;destruccion del medio ambiente;43.41;10-02-1994;VI del Libertador General Bernardo O'Higgins;Coinco
51758-60122-DN;contaminacion de la cadena trofica;44.18;11-12-2008;IX de La Araucania;Curacautin
38836-59813-FH;mal olor;20.59;23-01-1985;V de Valparaiso;Isla de Pascua
66511-69309-HL;contaminacion de la cadena trofica;40.93;14-08-1994;IX de La Araucania;Pitrufquen
